comment,hotel_name,source
"No drop off point outside hotel to unload bagage.Had to pay for parking which is outrageous that it’s not part of fee for room.Parking space far away.Self check in didn’t work reception wait too long, staff rude and disinterested.Paid for WiFi didn’t work shall I go on?","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
Booked in swiftly and impersonally. Room ok but shower was cold and would not run hot. Bed ok but sheets made you sweat. It’s a case of you get what you pay for. Tv had subtitles that wouldn’t turn off so didn’t bother with it. It’s ok for a night to lay a weary head,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
First class servoce and facilities for travelling to and from Gatwick Airport.  Efficient check in and check out. Good twenty four taxi and bus service to the North and South terminals. Good sized rooms.,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"I stayed here the night before my flight to Vegas, the  hotel room had been refurbished recently and had everything I neeeded, large comfortable bed, tea & coffee facilities . For the price I paid I was more than impressed. The online booking was very easy to use and I could book all the extras I wanted when I booked the room ( breakfast,WiFi parking).","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
Excellent venue for overnight stay prior and after a flight. A pleasant break in the travelling. I awake refreshed and ready for the next day. The bar/restaurant area is spacious and manned by fantastic staff as is Reception.,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
We did a late booking found the service to be excellent. The staff were very helpful and made our stay a pleasure. the amenities were good value apart from the cost of parking which as a resident should surely be free. ,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
convenient shuttle to hotel from stand 8 at gatwick had to wait around 20 minsRoom clean bed comfy would of been a 5 if breakfast  had been available when i came down at 10am i was not told at reception it finished at 10am. I did not arrive till nearly midnight  but all in all a pleasant over night stay,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"We use this hotel each time we go away, found the staff very helpful,Needed extra pillows and we're brought up straight away. Will be staying again next month.Bus for the airport stops right outside, £3 per person to the airport. ","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"We stayed for one night only but the staff were really helpful and transfer to airport was so easy,  the bus stopped right outside the door.  The room was lovely and clean. Would definitely stay here again.","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"Good hotel well situated for the airport and as ever, consistant with the travelodge hotel brand. Good to very good. Only issue as we arrived late finding a carpark space was a challenge. Plenty of room in the restaurant.","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
Only a bit disappointed as we booked days before hoilday co my husband was was going on and on about a football game he can’t miss thinking your have sky sports got there hour before game so we can have drink in bar got there for you only to have BT omg it was like the end of the world for him he was not happy apart from that fine but if your going to put kettle in room with tea bags think milk will help ,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"very good, clean and efficient. just what is needed for a night before flight. good transport and good price. bed and linen was clean and comfortable. i got a little lost finding the room, but not too bad. ","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"Booked hotel and car park before our holiday. Everything was great, room comfortable and bus service to airport quick and reliable. We ate our evening meal at the hotel restaurant and it was very nice.","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"Since the upgrade of this travelodge our stay was most enjoyable. Rooms spotless and comfortable. The staff were very helpful nothing too much trouble, will certainly be returning to this and other Travelodge hotels. Thank you,","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
Room was comfortable and good location when flying next day. Reasonable rate. Wifi didn't really work that great and bar staff limited. But overall friendly staff and accomodating for when you need a early check in.,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
